Pollutant,Sector,Source,Fuel_Name,Year,Emission_Factor,Emissions
Carbon Dioxide as Carbon,Energy,Upstream oil and gas production - combustion at gas separation plant,OPG,1980,0.0168,Emissions
Methane,Energy,Upstream oil and gas production - combustion at gas separation plant,OPG,1980,8.75246865603032e-06,Emissions
Nitrous Oxide,Energy,Upstream oil and gas production - combustion at gas separation plant,OPG,1980,5.32246206050049e-06,Emissions
Carbon Dioxide as Carbon,Energy,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared,1980,2.688040909,Emissions
Methane,Energy,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared,1980,0.1171,Emissions
Nitrous Oxide,Energy,Upstream Oil Production - Offshore Well Testing,Exploration drilling :amount of gas flared,1980,0.000356202,Emissions
Methane,Waste,Accidental fires - vehicles,Mass burnt,1980,0.005,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Chemical industry - carbon black,Carbon black capacity,1980,0.772257053291536,Emissions
Methane,Industrial Processes and Other Product Use,Chemical industry - carbon black,Carbon black capacity,1980,6e-05,Emissions
Methane,Industrial Processes and Other Product Use,Chemical industry - ethylene,Ethylene,1980,0.539024918086127,Emissions
Methane,Industrial Processes and Other Product Use,Chemical industry - methanol,Methanol,1980,0.06,Emissions
Methane,Waste,Accidental fires - dwellings,Mass burnt,1980,0.0065,Emissions
Methane,Waste,Accidental fires - other buildings,Mass burnt,1980,0.0065,Emissions
Methane,Memo,Accidental fires - vegetation,Area burnt,1980,9.42857142857143e-05,Emissions
Methane,Memo,Accidental fires - forests,Area burnt,1980,0.0003571428571428,Emissions
Methane,Memo,Accidental fires - straw,Mass burnt,1980,0.0027,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Agricultural engines,Lubricants,1980,0.0042594631924695,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Industrial engines,Lubricants,1980,0.0042594631924695,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Marine engines,Lubricants,1980,0.0042594631924695,Emissions
Carbon Dioxide as Carbon,Memo,Aircraft engines,Lubricants,1980,0.0042594631924695,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Ladle arc furnaces,Steel production (electric arc),1980,0.65,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Ladle arc furnaces,Steel production (oxygen converters),1980,0.14,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Other emissive applications of Soda Ash,Soda ash,1980,0.113207547169811,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Unknown applications of Sodium Bicarbonate,Sodium Bicarbonate,1980,0.169811320754717,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Other emissive applications of  Sodium Bicarbonate,Sodium Bicarbonate,1980,0.113207547169811,Emissions
Carbon Dioxide as Carbon,Energy,Aircraft - domestic cruise,Aviation turbine fuel,1980,0.0195716564137617,Emissions
Nitrous Oxide,Energy,Aircraft - domestic cruise,Aviation turbine fuel,1980,2.27842333105491e-06,Emissions
Carbon Dioxide as Carbon,Memo,Aircraft - international cruise,Aviation turbine fuel,1980,0.0195716564137617,Emissions
Nitrous Oxide,Memo,Aircraft - international cruise,Aviation turbine fuel,1980,2.27842333105491e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - cars - rural driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - cars - rural driving,Petrol,1980,2.85778287341996e-05,Emissions
Nitrous Oxide,Energy,Road transport - cars - rural driving,Petrol,1980,2.1599521717709e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - cars - rural driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - cars - rural driving,DERV,1980,6.81463152908958e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - LGVs - rural driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - LGVs - rural driving,Petrol,1980,2.30473118474974e-05,Emissions
Nitrous Oxide,Energy,Road transport - LGVs - rural driving,Petrol,1980,1.74194798847364e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - LGVs - rural driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - LGVs - rural driving,DERV,1980,4.1533949870777e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - buses and coaches - rural driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - buses and coaches - rural driving,DERV,1980,9.58908933561464e-06,Emissions
Nitrous Oxide,Energy,Road transport - buses and coaches - rural driving,DERV,1980,3.59590850085549e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - HGV articulated - rural driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - HGV articulated - rural driving,DERV,1980,8.78325402572572e-06,Emissions
Nitrous Oxide,Energy,Road transport - HGV articulated - rural driving,DERV,1980,3.29372025964715e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - HGV rigid - rural driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - HGV rigid - rural driving,DERV,1980,7.09533816302283e-06,Emissions
Nitrous Oxide,Energy,Road transport - HGV rigid - rural driving,DERV,1980,4.81614816022313e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - motorcycle (>50cc  4st) - rural driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - motorcycle (>50cc  4st) - rural driving,Petrol,1980,9.20474362882196e-05,Emissions
Nitrous Oxide,Energy,Road transport - motorcycle (>50cc  4st) - rural driving,Petrol,1980,9.20474362261708e-07,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - cars - urban driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - cars - urban driving,Petrol,1980,4.11738391194024e-05,Emissions
Nitrous Oxide,Energy,Road transport - cars - urban driving,Petrol,1980,1.79675937004549e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - cars - urban driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - cars - urban driving,DERV,1980,1.03637143149479e-05,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - LGVs - urban driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - LGVs - urban driving,Petrol,1980,2.85708158327856e-05,Emissions
Nitrous Oxide,Energy,Road transport - LGVs - urban driving,Petrol,1980,1.24678393259692e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - LGVs - urban driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - LGVs - urban driving,DERV,1980,8.44405963180313e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - buses and coaches - urban driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - buses and coaches - urban driving,DERV,1980,1.30087619608963e-05,Emissions
Nitrous Oxide,Energy,Road transport - buses and coaches - urban driving,DERV,1980,2.2300734790108e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - HGV articulated - urban driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - HGV articulated - urban driving,DERV,1980,1.34211868920719e-05,Emissions
Nitrous Oxide,Energy,Road transport - HGV articulated - urban driving,DERV,1980,2.30077489578376e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - HGV rigid - urban driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - HGV rigid - urban driving,DERV,1980,1.46923817805594e-05,Emissions
Nitrous Oxide,Energy,Road transport - HGV rigid - urban driving,DERV,1980,3.72055659250987e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - mopeds (<50cc 2st) - urban driving,Petrol,1980,0.0191489361702128,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - mopeds (<50cc 2st) - urban driving,Lubricants,1980,0.0212973159623477,Emissions
Methane,Energy,Road transport - mopeds (<50cc 2st) - urban driving,Petrol,1980,0.0001467740875565,Emissions
Nitrous Oxide,Energy,Road transport - mopeds (<50cc 2st) - urban driving,Petrol,1980,6.70201312850913e-07,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - motorcycle (>50cc  2st) - urban driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - motorcycle (>50cc  2st) - urban driving,Petrol,1980,8.13080678977652e-05,Emissions
Nitrous Oxide,Energy,Road transport - motorcycle (>50cc  2st) - urban driving,Petrol,1980,1.08410757165825e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - motorcycle (>50cc  4st) - urban driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - motorcycle (>50cc  4st) - urban driving,Petrol,1980,9.03982900845839e-05,Emissions
Nitrous Oxide,Energy,Road transport - motorcycle (>50cc  4st) - urban driving,Petrol,1980,9.03982899681731e-07,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - cars - motorway driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - cars - motorway driving,Petrol,1980,1.25027526897375e-05,Emissions
Nitrous Oxide,Energy,Road transport - cars - motorway driving,Petrol,1980,1.98214371910472e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - cars - motorway driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - cars - motorway driving,DERV,1980,3.80300190008639e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - LGVs - motorway driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - LGVs - motorway driving,Petrol,1980,1.01444397519993e-05,Emissions
Nitrous Oxide,Energy,Road transport - LGVs - motorway driving,Petrol,1980,1.6082648387316e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - LGVs - motorway driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - LGVs - motorway driving,DERV,1980,2.16847098243973e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - buses and coaches - motorway driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - buses and coaches - motorway driving,DERV,1980,8.86696520632879e-06,Emissions
Nitrous Oxide,Energy,Road transport - buses and coaches - motorway driving,DERV,1980,3.80012794556949e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - HGV articulated - motorway driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - HGV articulated - motorway driving,DERV,1980,7.94484603067552e-06,Emissions
Nitrous Oxide,Energy,Road transport - HGV articulated - motorway driving,DERV,1980,3.40493401314665e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - HGV rigid - motorway driving,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Road transport - HGV rigid - motorway driving,DERV,1980,6.29406404076611e-06,Emissions
Nitrous Oxide,Energy,Road transport - HGV rigid - motorway driving,DERV,1980,4.89251840232581e-06,Emissions
Carbon Dioxide as Carbon,Energy,Road transport - motorcycle (>50cc  4st) - motorway driving,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Road transport - motorcycle (>50cc  4st) - motorway driving,Petrol,1980,6.61720430338465e-05,Emissions
Nitrous Oxide,Energy,Road transport - motorcycle (>50cc  4st) - motorway driving,Petrol,1980,6.61720430338465e-07,Emissions
Nitrous Oxide,Energy,Road transport - cars - cold start,Petrol,1980,0.0215792457105785,Emissions
Nitrous Oxide,Energy,Road transport - LGVs - cold start,Petrol,1980,0.0157288388881103,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Road vehicle engines,Lubricants,1980,0.0042594631924695,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Chemical Industry - ethylene dichloride,Ethylene dichloride,1980,0.0030818181818181,Emissions
Carbon Dioxide as Carbon,Energy,Upstream Gas Production - fuel combustion,Gas oil,1980,0.020362733152123,Emissions
Methane,Energy,Upstream Gas Production - fuel combustion,Gas oil,1980,3.46645555491536e-06,Emissions
Nitrous Oxide,Energy,Upstream Gas Production - fuel combustion,Gas oil,1980,5.15553439841665e-06,Emissions
Carbon Dioxide as Carbon,Energy,Non-Ferrous Metal (combustion),Gas oil,1980,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Chemicals (combustion),Gas oil,1980,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,"Pulp, Paper and Print (combustion)",Gas oil,1980,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,"Food & drink, tobacco (combustion)",Gas oil,1980,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Sailing boats with auxiliary engines,DERV,1980,0.020046403712297,Emissions
Methane,Energy,Sailing boats with auxiliary engines,DERV,1980,1.16009280742459e-06,Emissions
Nitrous Oxide,Energy,Sailing boats with auxiliary engines,DERV,1980,3.48027842227378e-06,Emissions
Carbon Dioxide as Carbon,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",DERV,1980,0.020046403712297,Emissions
Carbon Dioxide as Carbon,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Gas oil,1980,0.0204883306776643,Emissions
Carbon Dioxide as Carbon,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",DERV,1980,1.16009280742459e-06,Emissions
Methane,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Gas oil,1980,1.17161870840754e-06,Emissions
Methane,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Petrol,1980,3.80739081746921e-05,Emissions
Nitrous Oxide,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",DERV,1980,3.48027842227378e-06,Emissions
Nitrous Oxide,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Gas oil,1980,3.51485612522261e-06,Emissions
Nitrous Oxide,Energy,"Motorboats / workboats (e.g. canal boats, dredgers, service boats, tourist boats, river boats)",Petrol,1980,1.79171332586786e-06,Emissions
Carbon Dioxide as Carbon,Energy,Personal watercraft e.g. jet ski,Petrol,1980,0.0191489361702128,Emissions
Methane,Energy,Personal watercraft e.g. jet ski,Petrol,1980,3.80739081746921e-05,Emissions
Nitrous Oxide,Energy,Personal watercraft e.g. jet ski,Petrol,1980,1.79171332586786e-06,Emissions
Carbon Dioxide as Carbon,Energy,Inland goods-carrying vessels,Gas oil,1980,0.0204883306776643,Emissions
Methane,Energy,Inland goods-carrying vessels,Gas oil,1980,1.17161870840754e-06,Emissions
Nitrous Oxide,Energy,Inland goods-carrying vessels,Gas oil,1980,3.51485612522261e-06,Emissions
Carbon Dioxide as Carbon,Energy,Shipping between UK and Gibraltar,Fuel oil,1980,0.0209138593380615,Emissions
Methane,Energy,Shipping between UK and Gibraltar,Fuel oil,1980,1.38712215298264e-06,Emissions
Nitrous Oxide,Energy,Shipping between UK and Gibraltar,Fuel oil,1980,3.6850115157273e-06,Emissions
Carbon Dioxide as Carbon,Energy,Shipping between UK and OTs (excl. Gib and Bermuda),Fuel oil,1980,0.0209138593380615,Emissions
Methane,Energy,Shipping between UK and OTs (excl. Gib and Bermuda),Fuel oil,1980,1.38712215298264e-06,Emissions
Nitrous Oxide,Energy,Shipping between UK and OTs (excl. Gib and Bermuda),Fuel oil,1980,3.6850115157273e-06,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Chemical industry - ethylene oxide,Ethylene oxide,1980,0.180818181818182,Emissions
Methane,Industrial Processes and Other Product Use,Chemical industry - ethylene oxide,Ethylene oxide,1980,0.0022268702290076,Emissions
Methane,Industrial Processes and Other Product Use,Chemical industry - acrylonitrile,Acrylonitrile,1980,0.18,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Brick manufacture - all types,Bricks,1980,0.0518645124241274,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Non Energy Use: chemical feedstock,Soda ash,1980,0.093235767472184,Emissions
Carbon Dioxide as Carbon,Energy,Shipping between UK and Bermuda,Fuel oil,1980,0.0209138593380615,Emissions
Methane,Energy,Shipping between UK and Bermuda,Fuel oil,1980,1.38712215298264e-06,Emissions
Nitrous Oxide,Energy,Shipping between UK and Bermuda,Fuel oil,1980,3.6850115157273e-06,Emissions
Carbon Dioxide as Carbon,Energy,Shipping between UK and CDs,Fuel oil,1980,0.0209138593380615,Emissions
Carbon Dioxide as Carbon,Energy,Shipping between UK and CDs,Gas oil,1980,0.0204883306776643,Emissions
Methane,Energy,Shipping between UK and CDs,Fuel oil,1980,1.30918193546553e-06,Emissions
Methane,Energy,Shipping between UK and CDs,Gas oil,1980,8.25753550337979e-07,Emissions
Nitrous Oxide,Energy,Shipping between UK and CDs,Fuel oil,1980,3.61468516806582e-06,Emissions
Nitrous Oxide,Energy,Shipping between UK and CDs,Gas oil,1980,3.47402925193566e-06,Emissions
Carbon Dioxide as Carbon,Energy,Agriculture - stationary combustion,Burning oil,1981,0.0195716564137617,Emissions
Carbon Dioxide as Carbon,Energy,Agriculture - stationary combustion,Coal,1981,0.024618182,Emissions
Carbon Dioxide as Carbon,Energy,Agriculture - stationary combustion,Coke,1981,0.0277502894672308,Emissions
Carbon Dioxide as Carbon,Energy,Agriculture - stationary combustion,Fuel oil,1981,0.0213504728132388,Emissions
Carbon Dioxide as Carbon,Memo,Aircraft - international take off and landing,Aviation turbine fuel,1981,0.0195716564137617,Emissions
Methane,Memo,Aircraft - international take off and landing,Aviation turbine fuel,1981,1.82701079374102e-05,Emissions
Nitrous Oxide,Memo,Aircraft - international take off and landing,Aviation turbine fuel,1981,2.27842333105491e-06,Emissions
Carbon Dioxide as Carbon,Energy,Shipping - coastal,Fuel oil,1981,0.0209138593380615,Emissions
Carbon Dioxide as Carbon,Energy,Shipping - coastal,Gas oil,1981,0.0204883306776643,Emissions
Methane,Energy,Shipping - coastal,Fuel oil,1981,1.13600599748984e-06,Emissions
Methane,Energy,Shipping - coastal,Gas oil,1981,7.669378095571e-07,Emissions
Nitrous Oxide,Energy,Shipping - coastal,Fuel oil,1981,3.66082960069819e-06,Emissions
Nitrous Oxide,Energy,Shipping - coastal,Gas oil,1981,3.44985401379522e-06,Emissions
Carbon Dioxide as Carbon,Energy,Coke production,Blast furnace gas,1981,0.0694615225355583,Emissions
Carbon Dioxide as Carbon,Energy,Coke production,Coke oven gas,1981,0.0121467545308892,Emissions
Carbon Dioxide as Carbon,Energy,Coke production,Colliery methane,1981,0.0181299341246259,Emissions
Carbon Dioxide as Carbon,Energy,Coke production,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Energy,Collieries - combustion,Coal,1981,0.024889706,Emissions
Carbon Dioxide as Carbon,Energy,Collieries - combustion,Colliery methane,1981,0.0181299341246259,Emissions
Methane,Energy,Deep-mined coal,Coal produced,1981,10.0874253176471,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Anthracite,1981,0.026911028,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Burning oil,1981,0.0195716564137617,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Coal,1981,0.025087108,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Coke,1981,0.0277502894672308,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Fuel oil,1981,0.0213504728132388,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Gas oil,1981,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,LPG,1981,0.0173823272946563,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,SSF,1981,0.0275393743333031,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Town gas,1981,0.0168394846422636,Emissions
Carbon Dioxide as Carbon,Energy,Domestic combustion,Peat,1981,0.02890909091,Emissions
Carbon Dioxide as Carbon,Energy,Fishing vessels,Fuel oil,1981,0.0209138593380615,Emissions
Carbon Dioxide as Carbon,Energy,Fishing vessels,Gas oil,1981,0.0204883306776643,Emissions
Methane,Energy,Fishing vessels,Fuel oil,1981,1.49662966628817e-06,Emissions
Methane,Energy,Fishing vessels,Gas oil,1981,1.02585068792878e-06,Emissions
Nitrous Oxide,Energy,Fishing vessels,Fuel oil,1981,3.79191503199599e-06,Emissions
Nitrous Oxide,Energy,Fishing vessels,Gas oil,1981,3.40405708467485e-06,Emissions
Methane,Energy,Gas leakage,Natural gas supply,1981,0.020686128,Emissions
Carbon Dioxide as Carbon,Energy,Gas production,LPG,1981,0.0173823272946563,Emissions
Carbon Dioxide as Carbon,Energy,Gas production,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Energy,Blast furnaces,Blast furnace gas,1981,0.0694615225355583,Emissions
Carbon Dioxide as Carbon,Energy,Blast furnaces,Coke oven gas,1981,0.0121467545308892,Emissions
Carbon Dioxide as Carbon,Energy,Blast furnaces,LPG,1981,0.0173823272946563,Emissions
Carbon Dioxide as Carbon,Energy,Blast furnaces,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Sinter production,Coke,1981,0.0277502894672308,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Sinter production,Limestone,1981,119.654427451596,Emissions
Carbon Dioxide as Carbon,Industrial Processes and Other Product Use,Sinter production,Dolomite,1981,128.5,Emissions
Methane,Industrial Processes and Other Product Use,Sinter production,Coke,1981,5.909796045004e-05,Emissions
Carbon Dioxide as Carbon,Waste,Incineration,MSW,1981,0.0118167706494193,Emissions
Carbon Dioxide as Carbon,Energy,Iron and steel - combustion plant,Blast furnace gas,1981,0.0694615225355583,Emissions
Carbon Dioxide as Carbon,Energy,Iron and steel - combustion plant,Coal,1981,0.025643939,Emissions
Carbon Dioxide as Carbon,Energy,Iron and steel - combustion plant,Coke,1981,0.0277502894672308,Emissions
Carbon Dioxide as Carbon,Energy,Iron and steel - combustion plant,Coke oven gas,1981,0.0121467545308892,Emissions
Carbon Dioxide as Carbon,Energy,Iron and steel - combustion plant,Fuel oil,1981,0.0213504728132388,Emissions
Carbon Dioxide as Carbon,Energy,Iron and steel - combustion plant,Gas oil,1981,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Iron and steel - combustion plant,LPG,1981,0.0173823272946563,Emissions
Carbon Dioxide as Carbon,Energy,Iron and steel - combustion plant,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Energy,Lime production - non decarbonising,Coke,1981,0.0277502894672308,Emissions
Carbon Dioxide as Carbon,Energy,Miscellaneous industrial/commercial combustion,Coal,1981,0.025643939,Emissions
Carbon Dioxide as Carbon,Energy,Miscellaneous industrial/commercial combustion,Coke,1981,0.0277502894672308,Emissions
Carbon Dioxide as Carbon,Energy,Miscellaneous industrial/commercial combustion,Fuel oil,1981,0.0213504728132388,Emissions
Carbon Dioxide as Carbon,Energy,Miscellaneous industrial/commercial combustion,Gas oil,1981,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Miscellaneous industrial/commercial combustion,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Energy,Miscellaneous industrial/commercial combustion,SSF,1981,0.0275393743333031,Emissions
Carbon Dioxide as Carbon,Energy,Miscellaneous industrial/commercial combustion,Town gas,1981,0.0168394846422636,Emissions
Carbon Dioxide as Carbon,Energy,Upstream Oil Production - flaring,Non-fuel combustion,1981,0.738230718,Emissions
Methane,Energy,Upstream Oil Production - flaring,Non-fuel combustion,1981,0.007783211,Emissions
Nitrous Oxide,Energy,Upstream Oil Production - flaring,Non-fuel combustion,1981,8.77787e-05,Emissions
Carbon Dioxide as Carbon,Energy,Upstream Oil Production - fuel combustion,Gas oil,1981,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Upstream Oil Production - fuel combustion,Natural gas,1981,0.0177444929066295,Emissions
Methane,Energy,Upstream Oil Production - fuel combustion,Gas oil,1981,2.28126126383468e-06,Emissions
Methane,Energy,Upstream Oil Production - fuel combustion,Natural gas,1981,8.91507567506105e-06,Emissions
Nitrous Oxide,Energy,Upstream Oil Production - fuel combustion,Gas oil,1981,8.45875297975815e-06,Emissions
Nitrous Oxide,Energy,Upstream Oil Production - fuel combustion,Natural gas,1981,5.42134498411609e-06,Emissions
Methane,Energy,Open-cast coal,Coal produced,1981,0.33975,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,Burning oil,1981,0.0195716564137617,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,Coal,1981,0.025643939,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,Coke oven gas,1981,0.0121467545308892,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,Colliery methane,1981,0.0181299341246259,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,Fuel oil,1981,0.0213504728132388,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,Gas oil,1981,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,LPG,1981,0.0173823272946563,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,SSF,1981,0.0275393743333031,Emissions
Carbon Dioxide as Carbon,Energy,Other industrial combustion,Town gas,1981,0.0168394846422636,Emissions
Carbon Dioxide as Carbon,Energy,Power stations,Coal,1981,0.0248702417672181,Emissions
Carbon Dioxide as Carbon,Energy,Public sector combustion,Burning oil,1981,0.0195716564137617,Emissions
Carbon Dioxide as Carbon,Energy,Public sector combustion,Coal,1981,0.025643939,Emissions
Carbon Dioxide as Carbon,Energy,Public sector combustion,Coke,1981,0.0277502894672308,Emissions
Carbon Dioxide as Carbon,Energy,Public sector combustion,Fuel oil,1981,0.0213504728132388,Emissions
Carbon Dioxide as Carbon,Energy,Public sector combustion,Gas oil,1981,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Public sector combustion,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Energy,Public sector combustion,Town gas,1981,0.0168394846422636,Emissions
Carbon Dioxide as Carbon,Energy,Railways - stationary combustion,Burning oil,1981,0.0195716564137617,Emissions
Carbon Dioxide as Carbon,Energy,Railways - stationary combustion,Coal,1981,0.025643939,Emissions
Carbon Dioxide as Carbon,Energy,Railways - stationary combustion,Coke,1981,0.0277502894672308,Emissions
Carbon Dioxide as Carbon,Energy,Railways - stationary combustion,Fuel oil,1981,0.0213504728132388,Emissions
Carbon Dioxide as Carbon,Energy,Railways - stationary combustion,Natural gas,1981,0.0152178243350455,Emissions
Carbon Dioxide as Carbon,Energy,Refineries - combustion,Fuel oil,1981,0.0213504728132388,Emissions
Carbon Dioxide as Carbon,Energy,Refineries - combustion,Gas oil,1981,0.020362733152123,Emissions
Carbon Dioxide as Carbon,Energy,Refineries - combustion,LPG,1981,0.0173823272946563,Emissions
Carbon Dioxide as Carbon,Energy,Refineries - combustion,Refinery miscellaneous,1981,0.0194931773879142,Emissions
Carbon Dioxide as Carbon,Energy,Refineries - combustion,Naphtha,1981,0.0187671684430282,Emissions
Carbon Dioxide as Carbon,Energy,Refineries - combustion,OPG,1981,0.015402941926822,Emissions
Methane,Waste,Sewage sludge decomposition,Non-fuel domestic,1981,0.851221692058486,Emissions
Nitrous Oxide,Waste,Sewage sludge decomposition,Non-fuel domestic,1981,0.0500177683386589,Emissions
Carbon Dioxide as Carbon,Energy,Solid smokeless fuel production,Coal,1981,0.0073883203767355,Emissions
Carbon Dioxide as Carbon,Energy,Town gas manufacture,Burning oil,1981,0.0154983133487679,Emissions
